81-0252,8/29/81,Upper Wildcat Lake Recovery,0,,
,8/30/81,Kittitas Airplane Recovery,0,,
81-0256,9/1/81,Seattle Missing Person,0,,
81-0265,9/7/81,Bellevue Walkaway,0,,
,10/11/81,PCT Overdue Boy Scouts,0,,
81-0356,11/10/81,Tolt Reservoir Mushroom Picker,0,,
89-0138,2/21/89,Kitsap Missing Children,0,,
89-0461,6/11/89,Mt Si Injured Hikers,0,,
89-0526,6/26/89,Skykomish Missing Fisherman,0,,
89-0542,6/30/89,Source Lake Plane Crash,0,,
89-0570,7/9/89,Mason County Turnaround,0,,
89-0570,7/9/89,Mason County Turnaround,0,,
89-0582,7/10/89,Chickamin Peak,0,,
89-ES-016,7/17/89,Seattle Evidence,0,,
89-0602,7/20/89,Greenwater Timber Cruiser,0,,
89-0641,7/23/89,Lake Phillipa Ill Hiker,0,,
89-ES-018,7/26/89,Exit 38 Evidence Search,0,,
89-0724,8/12/89,Mt Si Rescue,0,,
89-0728,8/15/89,Denny Creek Missing Hikers,0,,
89-0733,8/16/89,Derrick Lake Injured Hiker,0,,
89-0755,8/21/89,Deception Creek Overdue Hiker,0,,
89-ES-021,8/24/89,Pine Lake Evidence,0,,
89-0817,9/4/89,Wilkerson Mushroom Picker,0,,
,9/5/89,Lester Downed Aircraft,0,,
89-0845,9/11/89,Big Heart Lake Injured Fishermen,0,,
89-0863,9/15/89,Mt Si Possible Suicide,0,,
89-0867,9/16/89,Jefferson Co Missing Child,0,,
89-0864,9/24/89,Otter Falls Injured Hiker,0,,
89-0893,9/25/89,Mt Thompson Recovery,0,,
98-0904,9/30/89,Redmond Missing Person,0,,
89-0927,10/9/89,Redmond,0,,
89-1015,11/2/89,Redmond/Issaquah Missing Developer,0,,
,11/5/89,Lester Missing Hunter,0,,
89-1039,11/8/89,Mt Catherin Missing Plane,0,,
89-1090,11/18/89,Purdy Missing Child,0,,
89-1095,11/19/89,Mt Josephine Lost Hunter,0,,
89-1192,11/23/89,Bremerton Aircraft,0,,
89-1115,11/24/89,Maple Valley Possible Suicide,0,,
89-1120,11/25/89,Des Moines Missing Person,0,,
89-1122,11/26/89,Snow Lake Evac,0,,
89-1142,12/2/89,Talapus Lake Injured Hiker,0,,
89-1183,12/16/89,Wahkiakum Diabetic,0,,
89-ES-037,12/23/89,Renton Evidence,0,,
89-ES-036,12/28/89,Pine Lake Evidence,0,,
90-0041,1/11/90,Enumclaw Flood Control,0,,
90-0064,1/15/90,Enumclaw Missing Person,0,,
90-0106,1/30/90,Cumberland Missing Disabled,0,,
90-ES-003,2/11/90,Tukwila Evidence,0,,
90-ES-004,2/25/90,Tukwila Evidence,0,,
90-0225,2/27/90,Tiger Mtn Missing Injured Hikers,0,,
,3/5/90,South Park Missing Person,0,,
90-0239,3/5/90,Renton Missing Person,0,,
90-0401,4/14/90,Tiger Mountain Injured Hiker,0,,
90-0434,4/25/90,Ballard ELT,0,,
90-0155,5/19/90,Mt Si Injured Hiker,0,,
90-0588,6/10/90,Lower Tuscohatchie Lake Injured Hiker,0,,
90-0599,6/12/90,Shoreline Missing Youth,0,,
90-0631,6/18/90,Guye Peak Recoveries,0,,
90-0683,6/30/90,Alpental Injured Hiker,0,,
90-0700,7/3/90,Lake Annette Twisted Ankle,0,,
,7/5/90,Mt Si Haystack,0,,
90-0712,7/6/90,Naneum Meadows Missing Boy Scout,0,,
90-0740,7/14/90,Low Mountain Airplane Crash,0,,
90-0752,7/16/90,Kindy Creek Lost Hiker,0,,
90-0771,7/21/90,Mt Thompson Injured Climber,0,,
90-0786,7/26/90,Kittitas Missing Person,0,,
90-0799,7/27/90,Snow Lake Broken Ankle,0,,
90-0853,8/11/90,South Prairie Missing Girl,0,,
90-0860,8/12/90,Tooth Injured Climber,0,,
90-0853,8/18/90,South Prairie Missing Girl,0,,
90-0880,8/19/90,Talapus Lake Broken Ankle,0,,
90-0899,8/25/90,Marmot/Jade Lake Overdue Hiker,0,,
90-0904,8/26/90,Bandera ELT,0,,
90-0956,9/10/90,Aberdeen Alzheimer's,0,,
90-ES-025,9/21/90,Hwy 410 Evidence,0,,
90-ES-030,10/13/90,Green River Evidence,0,,
90-1115,10/21/90,Middle Fork Canoe,0,,
90-1140,10/26/90,Tiger Mountain Lost Father,0,,
90-1145,10/28/90,Black Diamond Missing Hiker,0,,
90-1167,11/20/90,Bothell Missing Person,0,,
90-1263,11/24/90,Maple Valley Sandbagging,0,,
90-1307,12/4/90,Mt Si Missing Hiker,0,,
90-ES-038,12/15/90,SeaTac Evidence,0,,
90-1339,12/19/90,Three Tree Point Sandbags,0,,
90-1378,12/28/90,Three Tree Point Sandbags,0,,
90-0069,1/24/91,Burien Walkaway,0,,
90-ES-010,3/2/91,Carkeek Park Evidence,0,,
91-ES-017,4/13/91,Redmond Evidence,0,,
91-0276,4/14/91,Alpental Injured Climber,0,,
90-0291,4/20/91,Mt Si Injured Hiker,27,214.75,1245
96-0005,2/17/96,Mason County Evidence,11,116,906
96-0007,2/24/96,Panther Lake Elem (Federal Way) Homicide,16,128.5,880
96-0436,3/30/96,Tiker Mt Missing Hikers,31,184.75,1370
96-0659,5/18/96,Vashon Island Missing Person,15,93,885
96-0668,5/19/96,Red Mountain Avalanche,53,333.5,1980
96-0715,5/25/96,Guye Peak Overdue Climbers,24,76.25,1815
96-0713,5/25/96,Mercer Island Alzheimers,10,10,130
96-0744,5/31/96,Green River Missing Girl,18,35.5,685
96-0868,6/16/96,Snoqualmie Falls Recovery,28,131,1245
96-0876,6/17/96,Red Mountain Injured Climber,24,112,1699
96-0033,6/23/96,Bothell Evidence Search,26,125.5,625
96-0920,6/23/96,Seahurst Park Alzheimers,18,27.5,416
96-1032,7/8/96,Tiger Mountain Injured Hiker,30,136.5,890
96-1078,7/14/96,Snoqualmie Falls Stranded Climber,24,47.5,695
96-1075,7/14/96,Green River Missing Berry Picker,26,145.5,1120
96-1070,7/14/96,Green River Missing Tuber,24,53.25,595
96-1105,7/18/96,Auburn Truant 11yo,18,88,585
96-0999,7/19/96,Pierce Co Evidence Search,4,31,100
96-1121,7/21/96,Granite Mtn Missing Hiker,37,774,2760
96-1179,7/29/96,Mt Defiance Ill Hiker,15,129,890
,7/30/96,Kent Evidence Search,23,217,715
96-1222,8/4/96,Denny Creek Missing Hiker / Mt Si Missing Hiker,22,204,1005
96-EST-43,8/4/96,Enumclaw Evidence Search,22,236.75,1615
96-1245,8/8/96,Mt Si Injured Hiker,13,68.5,575
96-EST-43,8/10/96,Enumclaw Evidence Search,16,110.5,1012
96-1266,8/11/96,Skykomish Missing Hikers,14,50.5,810
96-1265,8/11/96,Marten Lake Fallen Climber,20,78.5,1155
,8/12/96,Little Si Turnaround,13,13,220
96-1284,8/14/96,Issaquah Missing Person,5,4.5,50
96-1291,8/15/96,Mt Si Knee Troubles,6,17.5,270
96-1285,8/15/96,Lake Campbell Diabetic,5,34,480
96-1311,8/18/96,Snow Lake Injured Hiker,21,94,495
96-1309,8/18/96,Cave Ridge Injured Hiker,14,15,1085
96-ES-051,8/24/96,Midway Landfill Evidence,8,61.75,500
09-1472,9/13/96,Tiger Summit Suicide,6,8,129
96-1492,9/17/96,Mt Thompson Fallen Climber,20,345,1650
96-1814,11/3/96,Aschell Curtis Injured Hiker,12,36,779
96-0043,11/3/96,Enumclaw Evidence Search,10,87.5,513
96-1885,11/17/96,Tiger Mountain Missing Hiker,19,193,940
96-1886,11/18/96,Spur 10 Missing Bicyclist,3,12,25
96-1903,11/20/96,White Center (SW 102 + 14th) Alzheimer's,16,149.25,821
96-2036,12/12/96,Whitecenter Missing 8yo,8,16,340
96-2090,12/23/96,Chair Peak Missing Climbers,16,214.5,1560
,1/1/97,Enumclaw Missing Person,17,89.5,970
,1/12/97,Granite Mountain Injured Climber,22,121,
,2/3/97,Cougar Mountain Evidence,0,,
,2/3/97,Cougar Mountain Evidence,0,,
,3/1/97,Snoqualmie Pass Avalanche,0,,
,3/3/97,I-90 Avalanche,0,,
,3/21/97,Vashon Island Missing Person,0,,
,4/4/97,Twin Falls Rescue,22,61,1310
,4/18/97,Duvall Missing Person,0,,
,4/20/97,Sunday Creek Recovery,37,336,2720
,9/7/97,Tiger Mountain Knee Injury,27,121,765
,9/20/97,Lundeen Peak Recovery,24,166.5,2080
,11/7/97,Stampede Pass Missing Hunter,20,243,1850
,11/16/97,Cayeuse Pass / Deer Creek,22,333,1945
,12/28/97,"Injured Patrol Officer, North Bend",34,73,1000
98-0015,1/5/98,Hansen Creek Overdue 4x4,13,44.5,2290
98-0042,1/10/98,Woodinville 77yo,21,24.5,475
98-0074,1/14/98,Issaquah Missing Person,25,134.25,1240
98-0109,1/20/98,Pierce Co Missing Child,13,157,1180
98-0148,1/29/98,Des Moines Missing Person,3,7.5,120
98-0193,2/9/98,Cowlitz Co Missing Person,8,128,1520
98-ES-008,2/11/98,Bothell Evidence Search,38,417.25,1649
98-0411,3/15/98,North Fork Bike Rider,16,74.5,1500
98-0416,3/16/98,SeaTac Walkaway,22,61,780
98-0425,3/19/98,Glen Eagle Missing Person,7,26.5,745
,3/29/98,Snoqualmie Falls Climber,14,14,350
98-0564,4/4/98,Duvall Missing Hikers,11,42.5,515
98-0643,4/19/98,Marymoor Missing Child/Bicyclist,28,38.5,610
,4/28/98,Vashon Is. Alzheimer's,17,56,1050
98-0721,4/28/98,Mt Si Injured Hiker,40,189.33,2103
98-0747,5/2/98,McClellan Butte Injured Climbers,38,609.5,2480
98-0772,5/5/98,Bremerton Missing Person,3,39.5,380
98-0787,5/7/98,Federal Way Missing Person,14,38,460
98-0886,5/20/98,Pierce County 80yo,11,22,230
98-0968,5/30/98,Dingford Creek Injured Hiker,28,254.5,2360
98-ES-026,5/30/98,Seatac Evidence Search,28,202,925
98-0992,6/3/98,Lake Youngs Missing Person,16,33,625
98-ES-028,6/27/98,Thomas Lake Evidence Search,10,71.25,275
98-1202,6/28/98,Chair Peak Injured Climber,24,504,2165
98-1276,7/8/98,Cave Ridge Overdue Hiker,8,57,760
98-1272,7/8/98,"Glacier Lake ""Equipment Failure""",14,95.25,1870
,7/25/98,Snow Lake Evac,14,69,1350
98-1432,7/26/98,Surprise Creek Injured Hiker,20,267,2330
98-1425,7/26/98,Dog Mountain,9,117,600
98-1451,7/28/98,Derrick Lake Injured Hiker,18,212,1010
98-1497,8/2/98,Perry Creek Injured Hiker,12,137,1010
98-1514,8/3/98,PCT Overdue Hiker,15,49,1320
98-1562,8/10/98,Mt Si Sick Hiker,19,122.5,1529
98-1741,9/1/98,Trapper Creek Wilderness Berry Picker,2,82,450
98-1750,9/2/98,Mason Lake Recovery,15,89,1020
98-1793,9/6/98,Twin Falls Injured HIker,18,20.5,310
98-1816,9/8/98,Issaquah Camping Club Missing Person,19,56,895
98-ES-028,9/12/98,Thomas Lake Evidence Search,20,184,1150
98-1908,9/22/98,Spruce Mine Injured Person,18,74,1149
98-1939,9/28/98,Denny Creek Body Recovery,0,,
98-ES-058,10/11/98,Tacoma Pass Search for Remains,13,129,1810
98-2061,10/18/98,Mason Lake Missing Hiker,20,221.5,1793
98-2211,11/7/98,Snoqualmie Missing Children,9,25.75,430
98-ES-062,12/6/98,Graham Evidence,11,92.5,1140
98-2555,12/22/98,Tiger Mountain Missing Hiker,44,425.5,1820
99-0077,1/13/99,Redmond Missing Person,4,1.33,12
99-0259,2/8/99,Mason Lake Missing Snowshoers,31,441.25,3395
99-0365,2/27/99,Lake Annette Avalanche,18,62.5,940
99-ES-010,2/27/99,Echo Glen Evidence,22,97.5,940
99-0384,3/1/99,Raging River Kayaker Recovery,19,107,750
99-ES-012,3/11/99,Kingsgate Evidence Search,21,137,368
,5/1/99,Renton Missing 11yo,32,195.75,1590
99-0899,5/7/99,Des Moines Alzheimer's,24,119,746
99-0907,5/9/99,Recovery of Green River Rafter,13,62,545
99-1014,5/22/99,Guye Peak Rescue,14,116.5,1080
99-1013,5/22/99,Duvall Turnaround,20,20,160
99-1025,5/24/99,Metzler Park Stranded Tubers,7,23.5,415
99-1150,6/4/99,Lake Annette Escort,12,25.25,620
99-1165,6/5/99,Kendall Peak Injured Climber,25,274,1609
99-ES-101,6/5/99,I-90 / HWY 18 Evidence,12,58,830
99-1432,6/29/99,Maple Valley Missing Person,17,82.5,787
,7/5/99,Kelly Butte Missing Hiker,18,208.5,1885
99-1593,7/17/99,Tiger Summit Mountain Bikers,8,52,440
99-1609,7/20/99,Granite Mountain Plane Crash,30,601,4290
99-ES-061,7/23/99,Whidbey Island Search for Remains,15,523.75,1624
99-1649,7/25/99,Talapus Lake Broken Ankle,13,69.92,730
99-1686,7/29/99,Hope Lake Broken Ankle,11,84,1375
99-1707,7/31/99,Unknown Fallen Hiker,12,24.5,420
,7/31/99,Bandera Aircraft,6,7.25,260
99-1911,8/22/99,Kent Autism Walkaway,12,73.5,563
99-1966,8/28/99,Scenic Overdue Hiker,28,243.5,2402
99-1967,8/29/99,Crystal Lake Missing Hiker,17,114,1680
99-2108,9/14/99,Exit 38 Injured Hiker,9,9,155
99-2192,9/25/99,Annette Lake Boy Scout,10,80,860
99-2291,10/11/99,Renton Missing Person,35,430.5,2048
99-2342,10/17/99,Wilderness Creek Missing Family,12,71,660
99-2373,10/22/99,Seward Park Missing Person,10,15,203
99-2400,10/27/99,Unknown Mission,8,23.5,420
99-2399,10/27/99,Lacy Missing Person,4,32,500
99-1959,11/4/99,Des Moines Alzheimer's,11,67,675
99-2497,11/6/99,Skykomish Overdue Climbers,11,22,510
99-2513,11/8/99,Federal Way Autistic Teen,7,29.5,240
99-2537,11/10/99,Lynnwood Alzheimer's,30,231.5,1193
99-2565,11/13/99,Bellevue Alzheimer's,6,13,170
,11/14/99,Unknown Mission,4,40,200
99-2719,12/5/99,Mt Si Escort,16,80.5,1300
99-2843,12/22/99,Des Moines Missing Person,4,14,160
99-2833,12/22/99,Mt Snoqualmie Injured Skier,12,101.5,1150
,1/2/00,Vashon Island Missing Person,11,73.5,400
00-ES-002,1/17/00,Maple Valley Evidence Search,13,74.25,730
00-0215,2/4/00,Tiger Summit Missing Hikers,20,99.75,945
00-0392,2/28/00,Mt Si Missing Hikers,6,33.5,430
00-0611,3/28/00,Mt Si Lost Hikers,14,65.5,1030
00-0793,4/14/00,Mt Si / Moon Valley Ankle Injury,25,82.5,925
00-0803,4/15/00,Mt Washington Stranded Climbers,13,84,790
00-0839,4/20/00,Petrovitsky Park Missing Persons,6,7,120
00-1049,5/13/00,McClellan Butte Injured Hiker,4,25.5,510
00-1301,5/13/00,Granite Mountain Injured Hikers,19,97.25,1175
00-1257,6/4/00,Wallace Falls Missing Hikers,35,358.5,2600
00-1312,6/8/00,Annette Lake / Siver Peak Injured Climber,23,259.5,1780
00-1299,6/8/00,Deception Pass Missing 12yo,8,133,980
00-1364,6/13/00,Tiger Mountain Missing Hiker,21,54.75,1080
00-1374,6/14/00,Middle Fork Missing Campers,5,38,440
00-1409,6/17/00,Tiger Summit Missing Bikers,15,29,350
00-1407,6/17/00,Tiger Mtn Missing Hikers,15,30,410
00-1406,6/17/00,Palmer Kanasket Stranded Swimmers,14,13,190
00-1416,6/17/00,Franklin Falls Fallen Climber,5,5,45
00-1420,6/18/00,Mt Forgotten Search,8,60,680
00-1464,6/23/00,Mt Teneriffe Missing Hiker,15,73.5,880
00-1503,6/26/00,Mt Pugh Injured Climber,14,71,1760
00-1510,6/26/00,Alpental Overdue Hikers,13,42.5,1120
00-1590,7/1/00,Dorothy Lake Injured Hiker,12,18,50
,7/2/00,Snoqualmie Falls Missing 6yo,13,13,180
00-1618,7/4/00,McDonald Park Lost Bikers,13,86.5,580
00-1662,7/8/00,Granite Mt Injured Hiker,10,49,760
00-1685,7/12/00,Ben Howard Rd Missing Airplane,11,190.5,1340
00-1713,7/13/00,John Wayne Trail Injured Hiker,14,97,1000
00-1719,7/14/00,Rattlesnake Ledge Lost Hiker,9,31.5,640
00-1739,7/15/00,Skyline Lake Overdue Hiker,16,103,2060
00-1735,7/15/00,Skykomish Missing Person,7,10.5,320
00-1747,7/16/00,Rattlesnake Ridge Injured Hiker,13,71,805
00-2001,8/9/00,Arlington Missing Person,8,99,770
00-2039,8/13/00,Beckler River Overdue Hikers,12,183,1420
00-2089,8/17/00,Dutch Miller Gap Missing Hikers,11,158.5,1240
00-2090,8/18/00,Lodge Lake Rescue,18,139.5,1800
,8/20/00,Petrovitsky Pipeline Evidence,11,76.5,671
00-2139,8/21/00,Mt Si Injured Hiker,13,55.5,950
00-2181,8/26/00,Snoqualmie Pass Lost Person,10,52,1020
00-2267,9/2/00,Mt Si Lost Hikers,11,51.5,505
00-2263,9/2/00,PCT Allergic Reaction,14,51,850
00-2392,9/17/00,Middle Fork Missing Camper,15,112.5,1135
00-2439,9/23/00,Snow Lake Missing Hiker,15,234.5,1375
00-2458,9/25/00,Wallace Falls,13,62.5,870
00-2542,10/3/00,Snoqualmie Pass Hypothermic Hiker,11,66,1040
00-ES-026,10/15/00,Kent Evidence Search,12,67.5,585
00-2724,10/24/00,Auburn Alzheimer's,8,104,830
00-2967,11/23/00,Renton Highlands Missing Person,18,174,1170
00-3102,12/14/00,Spur Gate 10,11,38.5,630
00-3190,12/23/00,Silver Peak Missing Climber,15,121.5,1050
00-3227,12/29/00,Snow Lake Injured Hiker,14,83,1950
01-0312,2/11/01,Providence Point Walkaway,0,,
01-0388,2/20/01,Section Line Trail Injured Hiker,11,40.75,690
01-0397,2/22/01,Mt Si Injured Hiker,15,55.5,1060
01-0481,3/4/01,Alpental Stranded Skier,17,77.5,1180
,3/8/01,Auburn Evidence,6,34.5,270
,3/12/01,North Bend Evidence,17,117.5,995
01-ES-018,3/24/01,Ravensdale Evidence,11,72.75,640
01-0657,3/26/01,Burien Missing Person,15,21,395
01-0719,4/4/01,Snohomish Missing Child,5,7.5,140
01-0814,4/14/01,Tiger Summit Mountain Biker,22,81.5,1390
01-ES-013,5/5/01,Renton / Newcastle Evidence,11,70.5,480
88756,5/22/01,Greenwater Missing Police Dog,12,221.5,1430
01-1267,5/24/01,Shoreline Missing Children,9,9,105
01-1304,5/27/01,Pinnacle Lake Missing Hikers,6,65,645
01-ES-013,6/2/01,Renton Evidence Search,5,45.5,250
36526,6/9/01,Kirkland,0,,
01-1540,6/20/01,Kirkland Missing Child,12,97.5,496
01-1558,6/23/01,Scenic Hot Springs Rescue,7,34.5,1220
01-1734,7/9/01,Middle Fork Stranded Hikers,5,32.5,360
1,7/25/01,Mason Lake Trail,0,,
16438,7/29/01,Kitsap Missing Person,7,48.5,780
19360,7/30/01,Five Mile Lake Missing Swimmer,9,82,890
56615,8/8/01,Deception Creek Lost Person,10,70,3255
65016,8/10/01,Lights Out on Mt Si,9,27,415
100079,8/19/01,PCT Injured Hiker,11,37,880
116879,8/25/01,Des Moines Alzheimer's,4,7,75
123089,8/26/01,Mt Si Exhausted Hiker,7,32,260
154864,9/3/01,Mt Si Walkout,14,35.5,750
158882,9/5/01,Scout Lake Hiker Assist,10,34,762
160708,9/6/01,Enumclaw Down Aircraft,12,48.25,555
166552,9/8/01,Chair Peak Recovery,33,236.5,2230
165822,9/8/01,Alpental Injured Hiker,29,111,
169109,9/9/01,Hansen Creek Injured Berry Picker,8,40.5,500
180797,9/12/01,Middle Fork Injured Hiker,18,86,760
01-ES-051,9/22/01,Newcastle Evidence Search,7,41.5,350
238871,9/29/01,Kendall Catwalk No Light,10,30,430
250102,10/3/01,Snow Lake Evac,5,13.5,276
,10/6/01,Black Diamond Missing Police Dog,4,30,240
292196,10/13/01,Guye Peak Fallen Climber,18,184,1070
291101,10/13/01,Renton Missing Person,11,74.5,295
291101,10/17/01,Kent Missing Person,9,48.92,430
323972,10/21/01,Lennox Mtn Overdue Climbers,7,60.5,
397752,11/10/01,Talapus Lake Missing Hikers,16,145.5,1102
415648,11/17/01,West Hill Kent Missing Person,8,67,460
443771,11/23/01,Pinnacle Peak Missing Child,39,658.25,2690
453998,11/27/01,Rattlesnake Ridge Overdue Hikers,16,82.25,950
553709,12/2/01,Federal Way Evidence,14,93,990
553709,12/3/01,SeaTac Evidence,7,53.25,430
475183,12/4/01,Missing Child at Spiritridge School,6,7,85
01-ES-060,12/8/01,Green River Evidence,13,90.25,685
485044,12/9/01,Mt Si Escort,0,,
519377,12/21/01,Renton Hospital Walkaway,5,12.5,240
532161,12/26/01,Missing 78yo,9,9,100
534717,12/27/01,Shoreline Missing Person,7,38.75,315
02-0007,1/1/02,Aurburn Airport,2,5.5,0
02-0026,1/3/02,Northlake Shiplake,1,3,
02-0049,1/5/02,2 Miles Up Usfs 7530,0,,
02-0050,1/6/02,Snohomish Co,19,161.25,
02-0101,1/12/02,8409 So 124 St,3,15,
02-0112,1/13/02,Mt. Si Trailhead,18,69.5,1105
02-0133,1/17/02,2217 Ne 10Th Pl. Renton,24,135.75,1095
02-0168,1/20/02,High Point Trailhead,42,137.25,0
02-ES-060,1/23/02,West Valley Rd At Peasley Canyon,52,462.5,206
02-0257,2/3/02,Pierce Co.,0,,
02-0270,2/5/02,Rattlesnake Lake Trail,5,10.5,
02-0290,2/9/02,Greenwater Snowmobilers,0,,
02-0325,2/13/02,22150 Se 265 Wy,5,19.5,
02-0333,2/14/02,12830 480 Ave. Se,18,19,0
02-0352,2/16/02,Snow Lake,28,69.08,100
02-0375,2/19/02,Rattlesnake,23,105.5,
02-0415,2/22/02,I-90 & Exit 38,0,,
02-0444,3/1/02,Snoqualmie Summit Ski Area,20,107.5,
02-0460,3/2/02,High Point Trailhead,26,110,
02-0517,3/10/02,Granite Mtn.,12,26,
02-ES-008,3/10/02,S. Peasley Canyon Rd/Peasley Canyon,25,175,0
02-0575,3/17/02,Alpental Trailhead,34,141.75,150
02-0581,3/18/02,Auburn Airport,3,9,
02-0606,3/21/02,I-90 @ M.P. 28,25,185,1459
02-0624,3/23/02,Lake Tradition Trailhead,16,55.5,905
02-0605-03-24,3/24/02,Paradise Lake Rd &190 Pl.,36,323.25,
02-0634,3/25/02,Tiger Mtn Summit,7,28,435
02-0643,3/26/02,Renton Airport,3,11,160
02-0674,3/30/02,Iron Horse Gate Sr2 & Mp 55,17,116.25,1625
02-0799,4/14/02,29755 Se 318 St,0,,
02-,4/18/02,Pierce Co,0,,
02-0836,4/18/02,Mt Washington,23,71.5,0
02-0923,4/28/02,Mt Si,32,180.25,0
02-0921,4/28/02,High Point Tiger Mt,62,401.5,50
02-0935,4/29/02,Green River Gorge,31,286.25,0
02-0935-05-03,5/3/02,Green River,11,20.5,0
02-0983,5/5/02,Lester,2,11,
02-0995,5/7/02,18001 Union Hill Rd,1,3.5,
02-1067,5/14/02,Ballard,2,3.5,
02-1097,5/17/02,Ballard,3,15.5,
02-1153,5/21/02,Sw 349 21 Ave Sw,38,330,120
02-1168,5/24/02,Vashon Island Missing Teenager,17,133.5,
02-1204,5/26/02,Middle Fork Mtn Bikers,22,160.75,0
02-216060,5/26/02,Green River,0,,
02-1216,5/27/02,Rattlesnake Ledge Trail,17,51.5,0
02-1225,5/28/02,Mt Baker,0,,
01-1275,6/1/02,Chair Peak Injured Climber,0,,
02-1308,6/5/02,Tiger Mt. Summit,0,,
02-ES-021,6/6/02,4500 Beach Dr Nw/Mee Kwa Moors Park,9,40.5,
02-R1,6/13/02,Flareing Gyser Park,0,,
02-1421,6/18/02,Fisherman's Terminal Area,2,3.53,
02-1431,6/19/02,Ne 124 & 156 Ave Ne,20,14.5,0
02-1433,6/19/02,Green River @ Hy 18/Auburn Blk Diamond,13,45.5,0
02-1477,6/22/02,Beckler Peak,30,370.5,0
02-1474,6/22/02,Se 69 And 116Se,0,,
02-ES-030,6/25/02,911-Davis Pl S - Seattle,2,7,
02-1541,6/27/02,Tiger Mt Summitt,10,24.5,
02-1531,6/27/02,24Th S & 208Th Ave S - Seatac,0,,
02-1581,6/30/02,208 Se Se 248,4,12.5,
02-1579,6/30/02,Dingford Creek-Middle Fork,26,228,0
1619153,7/6/02,Mt Si,23,93.25,
02-1663,7/8/02,Skagit County,0,,
820368,7/9/02,Skamania Co,7,140,
02-1765,7/15/02,Duwamish River,26,158,
02-1821,7/20/02,Granite Mt,22,129,
02-sno,7/28/02,Snohomish Co.,0,,
11355,7/29/02,Snohomish Co,0,,
31809,8/6/02,Surprise Creek Trail/Sr-2 Mm 61,20,75.5,810
38749,8/7/02,Mt Si,10,29,
36557,8/7/02,W/B I-90 Mm 50.1 Franklin Falls Bridge,15,69.5,
43862,8/8/02,Tiger Mt (High Point),17,32.5,685
55550,8/11/02,Snohomish Co,0,,
61760,8/12/02,Cumberland Bridge,0,,
58838,8/12/02,West Tiger Mountain,24,49.75,0
57377,8/12/02,Auburn City,25,95,1242
65412,8/13/02,Ballard,1,4.5,0
69795,8/15/02,King County/Kenmore,1,5.25,
84404,8/17/02,Mt Si,6,3,0
