mission,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Elapsed,DATE,AWND_x,PRCP_x,TAVG_x,TMAX_x,TMIN_x,TSUN,WT01,WT02,WT03,WT05,WT08,WT10,AWND_y,PRCP_y,SNWD,TAVG_y,TMAX_y,TMIN_y,TOBS,WESD
0,2002,1,4,24,3,24,False,False,False,False,False,False,1011830400,2002-01-24,15.66,0.99,46.0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,33.0,35.0,32.0,32.0,15.8
0,2002,1,4,25,4,25,False,False,False,False,False,False,1011916800,2002-01-25,10.96,0.76,41.0,46.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,30.0,33.0,27.0,27.0,16.7
0,2002,1,4,26,5,26,False,False,False,False,False,False,1012003200,2002-01-26,10.07,0.08,37.0,41.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,25.0,29.0,22.0,23.0,17.0
0,2002,1,4,27,6,27,False,False,False,False,False,False,1012089600,2002-01-27,4.92,0.16,34.0,38.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,24.0,32.0,20.0,20.0,17.1
0,2002,1,5,28,0,28,False,False,False,False,False,False,1012176000,2002-01-28,4.7,0.0,35.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,23.0,32.0,19.0,21.0,17.0
0,2002,1,5,29,1,29,False,False,False,False,False,False,1012262400,2002-01-29,6.49,0.11,34.0,38.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,21.0,25.0,17.2
0,2002,1,5,30,2,30,False,False,False,False,False,False,1012348800,2002-01-30,9.4,0.02,39.0,44.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,30.0,33.0,25.0,32.0,18.6
0,2002,1,5,31,3,31,True,False,False,False,False,False,1012435200,2002-01-31,7.38,0.18,42.0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,32.0,34.0,31.0,31.0,19.4
0,2002,2,5,1,4,32,False,True,False,False,False,False,1012521600,2002-02-01,8.05,0.0,44.0,48.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,31.0,35.0,28.0,28.0,19.6
0,2002,2,5,2,5,33,False,False,False,False,False,False,1012608000,2002-02-02,5.37,0.01,43.0,54.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,26.0,31.0,19.5
1,2002,2,5,3,6,34,False,False,False,False,False,False,1012694400,2002-02-03,8.72,0.06,43.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,32.0,34.0,28.0,28.0,19.7
0,2002,2,6,4,0,35,False,False,False,False,False,False,1012780800,2002-02-04,1.12,0.0,42.0,52.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,30.0,34.0,26.0,29.0,19.9
1,2002,2,6,5,1,36,False,False,False,False,False,False,1012867200,2002-02-05,7.61,0.19,42.0,48.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,31.0,33.0,28.0,32.0,20.0
0,2002,2,6,6,2,37,False,False,False,False,False,False,1012953600,2002-02-06,10.29,0.55,47.0,51.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,32.0,33.0,32.0,32.0,20.4
0,2002,2,6,7,3,38,False,False,False,False,False,False,1013040000,2002-02-07,7.61,0.58,43.0,47.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,35.0,29.0,29.0,21.1
0,2002,2,6,8,4,39,False,False,False,False,False,False,1013126400,2002-02-08,7.83,0.03,44.0,51.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,31.0,33.0,29.0,31.0,21.5
1,2002,2,6,9,5,40,False,False,False,False,False,False,1013212800,2002-02-09,2.91,0.0,45.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,31.0,34.0,28.0,31.0,21.7
0,2002,2,6,10,6,41,False,False,False,False,False,False,1013299200,2002-02-10,7.83,0.04,44.0,52.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,32.0,36.0,28.0,28.0,21.6
0,2002,2,7,11,0,42,False,False,False,False,False,False,1013385600,2002-02-11,4.25,0.0,41.0,47.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,23.0,24.0,21.7
0,2002,2,7,12,1,43,False,False,False,False,False,False,1013472000,2002-02-12,4.7,0.0,40.0,46.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,29.0,36.0,24.0,27.0,21.9
1,2002,2,7,13,2,44,False,False,False,False,False,False,1013558400,2002-02-13,2.46,0.0,38.0,48.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,37.0,24.0,30.0,21.6
1,2002,2,7,14,3,45,False,False,False,False,False,False,1013644800,2002-02-14,2.91,0.0,41.0,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,33.0,34.0,21.7
0,2002,2,7,15,4,46,False,False,False,False,False,False,1013731200,2002-02-15,3.8,0.0,48.0,60.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,41.0,31.0,31.0,21.6
1,2002,2,7,16,5,47,False,False,False,False,False,False,1013817600,2002-02-16,1.57,0.09,46.0,52.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,44.0,30.0,31.0,21.7
0,2002,2,7,17,6,48,False,False,False,False,False,False,1013904000,2002-02-17,5.82,0.11,45.0,50.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,34.0,38.0,31.0,32.0,21.6
0,2002,2,8,18,0,49,False,False,False,False,False,False,1013990400,2002-02-18,6.49,0.11,48.0,54.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,35.0,42.0,32.0,33.0,21.6
1,2002,2,8,19,1,50,False,False,False,False,False,False,1014076800,2002-02-19,12.75,0.13,46.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,34.0,37.0,31.0,31.0,21.5
0,2002,2,8,20,2,51,False,False,False,False,False,False,1014163200,2002-02-20,2.91,0.04,44.0,52.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,30.0,35.0,21.5
0,2002,2,8,21,3,52,False,False,False,False,False,False,1014249600,2002-02-21,9.17,1.07,51.0,58.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,40.0,46.0,32.0,43.0,21.6
1,2002,2,8,22,4,53,False,False,False,False,False,False,1014336000,2002-02-22,5.59,0.9,50.0,54.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,41.0,44.0,38.0,38.0,20.9
0,2002,2,8,23,5,54,False,False,False,False,False,False,1014422400,2002-02-23,3.58,0.39,42.0,46.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,35.0,39.0,30.0,30.0,20.3
0,2002,2,8,24,6,55,False,False,False,False,False,False,1014508800,2002-02-24,5.82,0.03,38.0,43.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,26.0,33.0,21.0,21.0,20.4
0,2002,2,9,25,0,56,False,False,False,False,False,False,1014595200,2002-02-25,3.8,0.0,40.0,50.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,25.0,32.0,19.0,23.0,20.6
0,2002,2,9,26,1,57,False,False,False,False,False,False,1014681600,2002-02-26,3.8,0.0,43.0,49.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.0,22.0,26.0,20.6
0,2002,2,9,27,2,58,False,False,False,False,False,False,1014768000,2002-02-27,2.68,0.02,37.0,47.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,25.0,28.0,20.8
0,2002,2,9,28,3,59,True,False,False,False,False,False,1014854400,2002-02-28,4.7,0.02,41.0,49.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,23.0,24.0,20.7
1,2002,3,9,1,4,60,False,True,False,False,False,False,1014940800,2002-03-01,4.03,0.0,39.0,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.0,22.0,26.0,20.7
1,2002,3,9,2,5,61,False,False,False,False,False,False,1015027200,2002-03-02,2.91,0.0,40.0,52.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,44.0,25.0,31.0,20.7
0,2002,3,9,3,6,62,False,False,False,False,False,False,1015113600,2002-03-03,2.24,0.0,44.0,56.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,52.0,29.0,36.0,20.7
0,2002,3,10,4,0,63,False,False,False,False,False,False,1015200000,2002-03-04,10.29,0.0,46.0,58.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,35.0,35.0,20.7
0,2002,3,10,5,1,64,False,False,False,False,False,False,1015286400,2002-03-05,5.82,0.02,43.0,48.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,30.0,35.0,28.0,29.0,21.4
0,2002,3,10,6,2,65,False,False,False,False,False,False,1015372800,2002-03-06,8.5,0.0,37.0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,26.0,29.0,22.0,22.0,21.7
0,2002,3,10,7,3,66,False,False,False,False,False,False,1015459200,2002-03-07,7.83,0.44,35.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,24.0,30.0,20.0,21.0,21.8
0,2002,3,10,8,4,67,False,False,False,False,False,False,1015545600,2002-03-08,8.95,0.0,37.0,42.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,23.0,28.0,19.0,24.0,22.0
0,2002,3,10,9,5,68,False,False,False,False,False,False,1015632000,2002-03-09,8.28,0.08,44.0,52.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,28.0,33.0,24.0,29.0,22.1
1,2002,3,10,10,6,69,False,False,False,False,False,False,1015718400,2002-03-10,9.17,0.18,46.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,31.0,34.0,29.0,33.0,22.6
0,2002,3,11,11,0,70,False,False,False,False,False,False,1015804800,2002-03-11,13.87,0.83,49.0,53.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,35.0,39.0,32.0,32.0,22.5
0,2002,3,11,12,1,71,False,False,False,False,False,False,1015891200,2002-03-12,14.09,0.41,45.0,48.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,32.0,36.0,30.0,31.0,23.2
0,2002,3,11,13,2,72,False,False,False,False,False,False,1015977600,2002-03-13,10.29,0.01,45.0,48.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,31.0,36.0,30.0,30.0,23.9
0,2002,3,11,14,3,73,False,False,False,False,False,False,1016064000,2002-03-14,7.16,0.02,44.0,48.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,30.0,32.0,28.0,28.0,24.6
0,2002,3,11,15,4,74,False,False,False,False,False,False,1016150400,2002-03-15,10.51,0.1,41.0,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,30.0,37.0,25.0,25.0,24.9
0,2002,3,11,16,5,75,False,False,False,False,False,False,1016236800,2002-03-16,8.05,0.29,36.0,39.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,27.0,34.0,23.0,25.0,25.1
1,2002,3,11,17,6,76,False,False,False,False,False,False,1016323200,2002-03-17,8.72,0.0,38.0,42.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,21.0,23.0,25.1
1,2002,3,12,18,0,77,False,False,False,False,False,False,1016409600,2002-03-18,11.86,0.17,39.0,43.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,30.0,22.0,30.0,26.0
0,2002,3,12,19,1,78,False,False,False,False,False,False,1016496000,2002-03-19,9.17,0.37,42.0,44.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,31.0,32.0,30.0,31.0,28.4
0,2002,3,12,20,2,79,False,False,False,False,False,False,1016582400,2002-03-20,7.61,0.22,37.0,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,29.0,35.0,23.0,23.0,29.0
1,2002,3,12,21,3,80,False,False,False,False,False,False,1016668800,2002-03-21,4.92,0.0,45.0,53.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,27.0,34.0,21.0,27.0,29.2
0,2002,3,12,22,4,81,False,False,False,False,False,False,1016755200,2002-03-22,2.68,0.0,44.0,55.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,33.0,40.0,27.0,33.0,29.2
1,2002,3,12,23,5,82,False,False,False,False,False,False,1016841600,2002-03-23,2.91,0.01,50.0,61.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,50.0,32.0,36.0,28.9
1,2002,3,12,24,6,83,False,False,False,False,False,False,1016928000,2002-03-24,3.8,0.02,51.0,56.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,36.0,38.0,35.0,35.0,28.6
1,2002,3,13,25,0,84,False,False,False,False,False,False,1017014400,2002-03-25,3.58,0.0,51.0,58.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,37.0,45.0,33.0,35.0,28.4
1,2002,3,13,26,1,85,False,False,False,False,False,False,1017100800,2002-03-26,9.84,0.0,46.0,49.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,35.0,42.0,29.0,29.0,28.6
0,2002,3,13,27,2,86,False,False,False,False,False,False,1017187200,2002-03-27,11.63,0.0,43.0,49.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,31.0,34.0,29.0,32.0,29.1
0,2002,3,13,28,3,87,False,False,False,False,False,False,1017273600,2002-03-28,7.61,0.04,49.0,53.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,33.0,37.0,31.0,32.0,29.3
0,2002,3,13,29,4,88,False,False,False,False,False,False,1017360000,2002-03-29,7.61,0.01,51.0,57.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,33.0,37.0,31.0,33.0,29.4
1,2002,3,13,30,5,89,False,False,False,False,False,False,1017446400,2002-03-30,5.14,0.0,50.0,54.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,36.0,43.0,32.0,34.0,29.2
0,2002,3,13,31,6,90,True,False,True,False,False,False,1017532800,2002-03-31,6.49,0.0,52.0,57.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,36.0,39.0,33.0,36.0,28.9
0,2002,4,14,1,0,91,False,True,False,True,False,False,1017619200,2002-04-01,6.04,0.04,49.0,54.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,35.0,42.0,29.0,29.0,28.6
0,2002,4,14,2,1,92,False,False,False,False,False,False,1017705600,2002-04-02,4.7,0.0,47.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,50.0,28.0,33.0,28.5
0,2002,4,14,3,2,93,False,False,False,False,False,False,1017792000,2002-04-03,4.03,0.0,49.0,61.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,59.0,31.0,36.0,28.0
0,2002,4,14,4,3,94,False,False,False,False,False,False,1017878400,2002-04-04,4.92,0.0,53.0,65.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,67.0,35.0,40.0,27.6
0,2002,4,14,5,4,95,False,False,False,False,False,False,1017964800,2002-04-05,8.95,0.05,50.0,57.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,39.0,48.0,37.0,37.0,27.4
0,2002,4,14,6,5,96,False,False,False,False,False,False,1018051200,2002-04-06,10.29,0.0,54.0,58.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,37.0,40.0,35.0,35.0,27.1
0,2002,4,14,7,6,97,False,False,False,False,False,False,1018137600,2002-04-07,4.03,0.03,52.0,61.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,34.0,39.0,31.0,32.0,26.8
0,2002,4,15,8,0,98,False,False,False,False,False,False,1018224000,2002-04-08,4.03,0.0,49.0,61.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,42.0,59.0,29.0,41.0,26.4
0,2002,4,15,9,1,99,False,False,False,False,False,False,1018310400,2002-04-09,7.38,0.44,54.0,59.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,39.0,47.0,36.0,36.0,26.3
0,2002,4,15,10,2,100,False,False,False,False,False,False,1018396800,2002-04-10,7.83,0.27,54.0,59.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,39.0,45.0,34.0,36.0,25.6
0,2002,4,15,11,3,101,False,False,False,False,False,False,1018483200,2002-04-11,8.05,0.14,55.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,40.0,48.0,35.0,40.0,25.1
0,2002,4,15,12,4,102,False,False,False,False,False,False,1018569600,2002-04-12,8.72,0.17,56.0,59.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,40.0,47.0,37.0,39.0,24.9
0,2002,4,15,13,5,103,False,False,False,False,False,False,1018656000,2002-04-13,10.51,1.05,55.0,58.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,43.0,45.0,38.0,42.0,24.7
1,2002,4,15,14,6,104,False,False,False,False,False,False,1018742400,2002-04-14,15.21,0.17,49.0,55.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,31.0,42.0,29.0,30.0,24.4
0,2002,4,16,15,0,105,False,False,False,False,False,False,1018828800,2002-04-15,11.41,0.24,46.0,51.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,32.0,39.0,30.0,30.0,24.7
0,2002,4,16,16,1,106,False,False,False,False,False,False,1018915200,2002-04-16,8.28,0.14,44.0,48.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,33.0,43.0,29.0,31.0,24.8
0,2002,4,16,17,2,107,False,False,False,False,False,False,1019001600,2002-04-17,4.25,0.0,49.0,55.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,35.0,44.0,30.0,33.0,24.4
1,2002,4,16,18,3,108,False,False,False,False,False,False,1019088000,2002-04-18,3.13,0.0,51.0,60.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,47.0,32.0,32.0,24.1
0,2002,4,16,19,4,109,False,False,False,False,False,False,1019174400,2002-04-19,3.8,0.0,50.0,56.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,53.0,31.0,34.0,24.2
0,2002,4,16,20,5,110,False,False,False,False,False,False,1019260800,2002-04-20,3.36,0.0,50.0,57.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,36.0,43.0,34.0,35.0,23.9
0,2002,4,16,21,6,111,False,False,False,False,False,False,1019347200,2002-04-21,6.71,0.12,47.0,51.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,37.0,43.0,34.0,36.0,23.6
0,2002,4,17,22,0,112,False,False,False,False,False,False,1019433600,2002-04-22,10.29,0.0,49.0,56.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,36.0,29.0,29.0,23.3
0,2002,4,17,23,1,113,False,False,False,False,False,False,1019520000,2002-04-23,4.47,0.0,46.0,56.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,34.0,46.0,28.0,29.0,23.5
0,2002,4,17,24,2,114,False,False,False,False,False,False,1019606400,2002-04-24,5.59,0.0,48.0,60.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,41.0,56.0,28.0,36.0,23.2
